Ano;mês;Detalhe 1;Detalhe 2;Chave;chave 2;Chamadas recebidas;Chamadas atendidas;% Abandonos;% Conversão Agendamentos;Agendamento Identificado;Oferta de Consultas;Oferta de Consultas 1.ª Vez;Consultas Agendadas;Encaixes (Consultas);Faltas;Consultas Atendidas;Consultas 1.ª Vez Atendidas;Planos Terapeuticos Cirurgicos;Planos Terapeuticos Clinicos;Planos Terapeuticos Total;Exame Solicitado 1;Exame Solicitado 2;Oferta de Exames;Exames Agendados;Faltas (Exames);Exames Realizados;Cirurgias Realizadas;Cirurgias Realizadas (Horas);Capacidade total Centro Cirurgico; Oferta dos CCs (Horas);Cirurgias Canceladas;Ocupação Centro Cirurgico;Leitos Operacionais;Leitos Operacionais x (Mês);Internações (Total);Internações Eletivas;Internações Emergência;Pacientes Dia;Rampas; SLA Emergencia; Contador Emergencia; Qtde AltasMéd ; AltasMéd até 12h ;Soma de Assert. AltaMéd (2); Previsão AltaMéd (2);Solicitações QT Internados;Internações QT;Oferta QT;Realizado QT;Ciclos RXT Programados;Ciclos RXT Iniciados;Oferta RT;NPS;Soma de Atend;Soma de Tempo 30;Soma de Tempo 60;Exame Solicitado Acumulado;Exames Realizados Acumulado;Plano Terapeutico QT Acumulado;Internação QT acumulado;Planos Terapeuticos Cirurgicos Acumulado;Cirurgias Realizadas Acumulado;;
2020;mar-20;Castro Alves Assistencial;NPS;202043891Castro Alves AssistencialNPS;Castro Alves AssistencialNPS;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;94,1%;;;;0;0;;;;;;
2020;mar-20;Castro Alves Assistencial;Oftamologia;202043891Castro Alves AssistencialOftamologia;Castro Alves AssistencialOftamologia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Castro Alves Assistencial;Oncologia Clínica;202043891Castro Alves AssistencialOncologia Clínica;Castro Alves AssistencialOncologia Clínica;;;;;;1330;18;1005;356;9;849;3;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;414;159;83;0;0;;;;;;
2020;mar-20;Castro Alves Assistencial;Oncologia Cutânea;202043891Castro Alves AssistencialOncologia Cutânea;Castro Alves AssistencialOncologia Cutânea;;;;;;78;6;62;5;0;51;2;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;34;10;6;0;0;;;;;;
2020;mar-20;Castro Alves Assistencial;Ortopedia;202043891Castro Alves AssistencialOrtopedia;Castro Alves AssistencialOrtopedia;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Castro Alves Assistencial;Otorrinologia;202043891Castro Alves AssistencialOtorrinologia;Castro Alves AssistencialOtorrinologia;;;;;;77;8;60;0;0;40;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;32;2;0;0;0;;;;;;
2020;mar-20;Castro Alves Assistencial;Pneumologia / Tisiologia;202043891Castro Alves AssistencialPneumologia / Tisiologia;Castro Alves AssistencialPneumologia / Tisiologia;;;;;;39;6;30;0;0;20;;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;17;0;0;0;0;;;;;;
2020;mar-20;Castro Alves Assistencial;Tumores Colorretais;202043891Castro Alves AssistencialTumores Colorretais;Castro Alves AssistencialTumores Colorretais;;;;;;176;17;147;8;0;128;4;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;107;5;0;0;0;;;;;;
2020;mar-20;Castro Alves Assistencial;Urologia;202043891Castro Alves AssistencialUrologia;Castro Alves AssistencialUrologia;;;;;;460;59;383;53;0;316;2;;;;;;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;253;34;4;0;0;;;;;;
2020;mar-20; Central Relacionamento; Central de Rel. (Geral);202043891 Central Relacionamento Central de Rel. (Geral); Central Relacionamento Central de Rel. (Geral);61.893;58.452;5,6%;73,7%;45.494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20; Central Relacionamento; Central de Rel. (Imagem);202043891 Central Relacionamento Central de Rel. (Imagem); Central Relacionamento Central de Rel. (Imagem);12.901;12.228;5,2%;83,5%;9.379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20; Central Relacionamento; Central de Rel. (Primeira consulta);202043891 Central Relacionamento Central de Rel. (Primeira consulta); Central Relacionamento Central de Rel. (Primeira consulta);6.032;5.735;1,3%;59,6%;7.452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20; Central Relacionamento; Central de Rel. (Retorno);202043891 Central Relacionamento Central de Rel. (Retorno); Central Relacionamento Central de Rel. (Retorno);35.669;33.893;5,0%;65,1%;14.291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Cirurgia Abdominal;202043891Centro Cirúrgico Ambulatorial-A.PrudenteCirurgia Abdominal;Centro Cirúrgico Ambulatorial-A.PrudenteCirurgia Abdominal;;;;;;;;;;;;;;;;;;;;;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Cirurgia de Cabeça e Pescoço;202043891Centro Cirúrgico Ambulatorial-A.PrudenteCirurgia de Cabeça e Pescoço;Centro Cirúrgico Ambulatorial-A.PrudenteCirurgia de Cabeça e Pescoço;;;;;;;;;;;;;;;;;;;;;;6;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Cirurgia plástica e reparadora;202043891Centro Cirúrgico Ambulatorial-A.PrudenteCirurgia plástica e reparadora;Centro Cirúrgico Ambulatorial-A.PrudenteCirurgia plástica e reparadora;;;;;;;;;;;;;;;;;;;;;;1;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Cirurgia Torácica;202043891Centro Cirúrgico Ambulatorial-A.PrudenteCirurgia Torácica;Centro Cirúrgico Ambulatorial-A.PrudenteCirurgia Torácica;;;;;;;;;;;;;;;;;;;;;;4;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Cirurgia Vascular;202043891Centro Cirúrgico Ambulatorial-A.PrudenteCirurgia Vascular;Centro Cirúrgico Ambulatorial-A.PrudenteCirurgia Vascular;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Dermatologia;202043891Centro Cirúrgico Ambulatorial-A.PrudenteDermatologia;Centro Cirúrgico Ambulatorial-A.PrudenteDermatologia;;;;;;;;;;;;;;;;;;;;;;4;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Ginecologia Oncológica;202043891Centro Cirúrgico Ambulatorial-A.PrudenteGinecologia Oncológica;Centro Cirúrgico Ambulatorial-A.PrudenteGinecologia Oncológica;;;;;;;;;;;;;;;;;;;;;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Mastologia;202043891Centro Cirúrgico Ambulatorial-A.PrudenteMastologia;Centro Cirúrgico Ambulatorial-A.PrudenteMastologia;;;;;;;;;;;;;;;;;;;;;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Neurocirurgia;202043891Centro Cirúrgico Ambulatorial-A.PrudenteNeurocirurgia;Centro Cirúrgico Ambulatorial-A.PrudenteNeurocirurgia;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Oftamologia;202043891Centro Cirúrgico Ambulatorial-A.PrudenteOftamologia;Centro Cirúrgico Ambulatorial-A.PrudenteOftamologia;;;;;;;;;;;;;;;;;;;;;;3;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Oncologia Clínica;202043891Centro Cirúrgico Ambulatorial-A.PrudenteOncologia Clínica;Centro Cirúrgico Ambulatorial-A.PrudenteOncologia Clínica;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Oncologia Cutânea;202043891Centro Cirúrgico Ambulatorial-A.PrudenteOncologia Cutânea;Centro Cirúrgico Ambulatorial-A.PrudenteOncologia Cutânea;;;;;;;;;;;;;;;;;;;;;;29;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Ortopedia;202043891Centro Cirúrgico Ambulatorial-A.PrudenteOrtopedia;Centro Cirúrgico Ambulatorial-A.PrudenteOrtopedia;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Otorrinologia;202043891Centro Cirúrgico Ambulatorial-A.PrudenteOtorrinologia;Centro Cirúrgico Ambulatorial-A.PrudenteOtorrinologia;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Tumores Colorretais;202043891Centro Cirúrgico Ambulatorial-A.PrudenteTumores Colorretais;Centro Cirúrgico Ambulatorial-A.PrudenteTumores Colorretais;;;;;;;;;;;;;;;;;;;;;;2;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-A.Prudente;Urologia;202043891Centro Cirúrgico Ambulatorial-A.PrudenteUrologia;Centro Cirúrgico Ambulatorial-A.PrudenteUrologia;;;;;;;;;;;;;;;;;;;;;;30;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Cirurgia Abdominal;202043891Centro Cirúrgico Ambulatorial-Pires da MotaCirurgia Abdominal;Centro Cirúrgico Ambulatorial-Pires da MotaCirurgia Abdominal;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Cirurgia de Cabeça e Pescoço;202043891Centro Cirúrgico Ambulatorial-Pires da MotaCirurgia de Cabeça e Pescoço;Centro Cirúrgico Ambulatorial-Pires da MotaCirurgia de Cabeça e Pescoço;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Cirurgia plástica e reparadora;202043891Centro Cirúrgico Ambulatorial-Pires da MotaCirurgia plástica e reparadora;Centro Cirúrgico Ambulatorial-Pires da MotaCirurgia plástica e reparadora;;;;;;;;;;;;;;;;;;;;;;20;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Cirurgia Torácica;202043891Centro Cirúrgico Ambulatorial-Pires da MotaCirurgia Torácica;Centro Cirúrgico Ambulatorial-Pires da MotaCirurgia Torácica;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Cirurgia Vascular;202043891Centro Cirúrgico Ambulatorial-Pires da MotaCirurgia Vascular;Centro Cirúrgico Ambulatorial-Pires da MotaCirurgia Vascular;;;;;;;;;;;;;;;;;;;;;;1;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Dermatologia;202043891Centro Cirúrgico Ambulatorial-Pires da MotaDermatologia;Centro Cirúrgico Ambulatorial-Pires da MotaDermatologia;;;;;;;;;;;;;;;;;;;;;;106;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Ginecologia Oncológica;202043891Centro Cirúrgico Ambulatorial-Pires da MotaGinecologia Oncológica;Centro Cirúrgico Ambulatorial-Pires da MotaGinecologia Oncológica;;;;;;;;;;;;;;;;;;;;;;2;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Mastologia;202043891Centro Cirúrgico Ambulatorial-Pires da MotaMastologia;Centro Cirúrgico Ambulatorial-Pires da MotaMastologia;;;;;;;;;;;;;;;;;;;;;;6;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Neurocirurgia;202043891Centro Cirúrgico Ambulatorial-Pires da MotaNeurocirurgia;Centro Cirúrgico Ambulatorial-Pires da MotaNeurocirurgia;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Oftamologia;202043891Centro Cirúrgico Ambulatorial-Pires da MotaOftamologia;Centro Cirúrgico Ambulatorial-Pires da MotaOftamologia;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Oncologia Clínica;202043891Centro Cirúrgico Ambulatorial-Pires da MotaOncologia Clínica;Centro Cirúrgico Ambulatorial-Pires da MotaOncologia Clínica;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Oncologia Cutânea;202043891Centro Cirúrgico Ambulatorial-Pires da MotaOncologia Cutânea;Centro Cirúrgico Ambulatorial-Pires da MotaOncologia Cutânea;;;;;;;;;;;;;;;;;;;;;;277;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Ortopedia;202043891Centro Cirúrgico Ambulatorial-Pires da MotaOrtopedia;Centro Cirúrgico Ambulatorial-Pires da MotaOrtopedia;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Otorrinologia;202043891Centro Cirúrgico Ambulatorial-Pires da MotaOtorrinologia;Centro Cirúrgico Ambulatorial-Pires da MotaOtorrinologia;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Tumores Colorretais;202043891Centro Cirúrgico Ambulatorial-Pires da MotaTumores Colorretais;Centro Cirúrgico Ambulatorial-Pires da MotaTumores Colorretais;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirúrgico Ambulatorial-Pires da Mota;Urologia;202043891Centro Cirúrgico Ambulatorial-Pires da MotaUrologia;Centro Cirúrgico Ambulatorial-Pires da MotaUrologia;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Cirurgia Abdominal;202043891Centro Cirurgico Geral - 8º Andar-TTCirurgia Abdominal;Centro Cirurgico Geral - 8º Andar-TTCirurgia Abdominal;;;;;;;;;;;;;;;;;;;;;;4;28:50:16;1392:00:00;88:00:00;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Cirurgia de Cabeça e Pescoço;202043891Centro Cirurgico Geral - 8º Andar-TTCirurgia de Cabeça e Pescoço;Centro Cirurgico Geral - 8º Andar-TTCirurgia de Cabeça e Pescoço;;;;;;;;;;;;;;;;;;;;;;44;164:23:40;1392:00:00;112:00:00;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Cirurgia plástica e reparadora;202043891Centro Cirurgico Geral - 8º Andar-TTCirurgia plástica e reparadora;Centro Cirurgico Geral - 8º Andar-TTCirurgia plástica e reparadora;;;;;;;;;;;;;;;;;;;;;;27;52:37:58;1392:00:00;86:00:00;42;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Cirurgia Torácica;202043891Centro Cirurgico Geral - 8º Andar-TTCirurgia Torácica;Centro Cirurgico Geral - 8º Andar-TTCirurgia Torácica;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Cirurgia Vascular;202043891Centro Cirurgico Geral - 8º Andar-TTCirurgia Vascular;Centro Cirurgico Geral - 8º Andar-TTCirurgia Vascular;;;;;;;;;;;;;;;;;;;;;;12;16:46:58;1392:00:00;62:00:00;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Dermatologia;202043891Centro Cirurgico Geral - 8º Andar-TTDermatologia;Centro Cirurgico Geral - 8º Andar-TTDermatologia;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Ginecologia Oncológica;202043891Centro Cirurgico Geral - 8º Andar-TTGinecologia Oncológica;Centro Cirurgico Geral - 8º Andar-TTGinecologia Oncológica;;;;;;;;;;;;;;;;;;;;;;8;31:09:16;1392:00:00;96:00:00;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Mastologia;202043891Centro Cirurgico Geral - 8º Andar-TTMastologia;Centro Cirurgico Geral - 8º Andar-TTMastologia;;;;;;;;;;;;;;;;;;;;;;13;49:39:58;1392:00:00;78:00:00;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Neurocirurgia;202043891Centro Cirurgico Geral - 8º Andar-TTNeurocirurgia;Centro Cirurgico Geral - 8º Andar-TTNeurocirurgia;;;;;;;;;;;;;;;;;;;;;;3;07:47:16;1392:00:00;30:00:00;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Oftamologia;202043891Centro Cirurgico Geral - 8º Andar-TTOftamologia;Centro Cirurgico Geral - 8º Andar-TTOftamologia;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Oncologia Clínica;202043891Centro Cirurgico Geral - 8º Andar-TTOncologia Clínica;Centro Cirurgico Geral - 8º Andar-TTOncologia Clínica;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Oncologia Cutânea;202043891Centro Cirurgico Geral - 8º Andar-TTOncologia Cutânea;Centro Cirurgico Geral - 8º Andar-TTOncologia Cutânea;;;;;;;;;;;;;;;;;;;;;;4;15:09:00;1392:00:00;42:00:00;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Ortopedia;202043891Centro Cirurgico Geral - 8º Andar-TTOrtopedia;Centro Cirurgico Geral - 8º Andar-TTOrtopedia;;;;;;;;;;;;;;;;;;;;;;1;03:29:00;1392:00:00;50:00:00;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Otorrinologia;202043891Centro Cirurgico Geral - 8º Andar-TTOtorrinologia;Centro Cirurgico Geral - 8º Andar-TTOtorrinologia;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Tumores Colorretais;202043891Centro Cirurgico Geral - 8º Andar-TTTumores Colorretais;Centro Cirurgico Geral - 8º Andar-TTTumores Colorretais;;;;;;;;;;;;;;;;;;;;;;9;45:50:16;1392:00:00;96:00:00;2;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 8º Andar-TT;Urologia;202043891Centro Cirurgico Geral - 8º Andar-TTUrologia;Centro Cirurgico Geral - 8º Andar-TTUrologia;;;;;;;;;;;;;;;;;;;;;;33;136:31:44;1392:00:00;152:00:00;2;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Cirurgia Abdominal;202043891Centro Cirurgico Geral - 9º AndarCirurgia Abdominal;Centro Cirurgico Geral - 9º AndarCirurgia Abdominal;;;;;;;;;;;;;;;;;;;;;;32;205:33:52;4176:00:00;392:00:00;4;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Cirurgia de Cabeça e Pescoço;202043891Centro Cirurgico Geral - 9º AndarCirurgia de Cabeça e Pescoço;Centro Cirurgico Geral - 9º AndarCirurgia de Cabeça e Pescoço;;;;;;;;;;;;;;;;;;;;;;94;364:57:48;4176:00:00;652:00:00;11;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Cirurgia plástica e reparadora;202043891Centro Cirurgico Geral - 9º AndarCirurgia plástica e reparadora;Centro Cirurgico Geral - 9º AndarCirurgia plástica e reparadora;;;;;;;;;;;;;;;;;;;;;;35;111:38:04;4176:00:00;213:30:00;2;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Cirurgia Torácica;202043891Centro Cirurgico Geral - 9º AndarCirurgia Torácica;Centro Cirurgico Geral - 9º AndarCirurgia Torácica;;;;;;;;;;;;;;;;;;;;;;9;31:20:24;4176:00:00;182:00:00;1;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Cirurgia Vascular;202043891Centro Cirurgico Geral - 9º AndarCirurgia Vascular;Centro Cirurgico Geral - 9º AndarCirurgia Vascular;;;;;;;;;;;;;;;;;;;;;;83;113:44:08;4176:00:00;166:30:00;1;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Dermatologia;202043891Centro Cirurgico Geral - 9º AndarDermatologia;Centro Cirurgico Geral - 9º AndarDermatologia;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Ginecologia Oncológica;202043891Centro Cirurgico Geral - 9º AndarGinecologia Oncológica;Centro Cirurgico Geral - 9º AndarGinecologia Oncológica;;;;;;;;;;;;;;;;;;;;;;65;189:47:20;4176:00:00;364:00:00;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Mastologia;202043891Centro Cirurgico Geral - 9º AndarMastologia;Centro Cirurgico Geral - 9º AndarMastologia;;;;;;;;;;;;;;;;;;;;;;90;308:40:52;4176:00:00;396:00:00;3;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Neurocirurgia;202043891Centro Cirurgico Geral - 9º AndarNeurocirurgia;Centro Cirurgico Geral - 9º AndarNeurocirurgia;;;;;;;;;;;;;;;;;;;;;;16;79:33:00;4176:00:00;90:00:00;2;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Oftamologia;202043891Centro Cirurgico Geral - 9º AndarOftamologia;Centro Cirurgico Geral - 9º AndarOftamologia;;;;;;;;;;;;;;;;;;;;;;3;05:44:36;4176:00:00;10:00:00;1;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Oncologia Clínica;202043891Centro Cirurgico Geral - 9º AndarOncologia Clínica;Centro Cirurgico Geral - 9º AndarOncologia Clínica;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Oncologia Cutânea;202043891Centro Cirurgico Geral - 9º AndarOncologia Cutânea;Centro Cirurgico Geral - 9º AndarOncologia Cutânea;;;;;;;;;;;;;;;;;;;;;;37;117:03:28;4176:00:00;334:30:00;10;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Ortopedia;202043891Centro Cirurgico Geral - 9º AndarOrtopedia;Centro Cirurgico Geral - 9º AndarOrtopedia;;;;;;;;;;;;;;;;;;;;;;4;23:43:44;4176:00:00;68:30:00;1;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Otorrinologia;202043891Centro Cirurgico Geral - 9º AndarOtorrinologia;Centro Cirurgico Geral - 9º AndarOtorrinologia;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Tumores Colorretais;202043891Centro Cirurgico Geral - 9º AndarTumores Colorretais;Centro Cirurgico Geral - 9º AndarTumores Colorretais;;;;;;;;;;;;;;;;;;;;;;50;256:37:12;4176:00:00;370:00:00;10;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
2020;mar-20;Centro Cirurgico Geral - 9º Andar;Urologia;202043891Centro Cirurgico Geral - 9º AndarUrologia;Centro Cirurgico Geral - 9º AndarUrologia;;;;;;;;;;;;;;;;;;;;;;152;459:40:32;4176:00:00;524:00:00;10;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;
